amount,transactionAmountLevel,taxHavenRiskLevel,transactionType,isFraud
18.05,LOW,LOW,INTERNATIONAL,0
141.73,LOW,NONE,DOMESTIC,0
141.42,LOW,NONE,DOMESTIC,0
180.14,LOW,MEDIUM,DOMESTIC,0
102.82,LOW,NONE,DOMESTIC,0
120.97,LOW,LOW,INTERNATIONAL,0
208.52,LOW,NONE,INTERNATIONAL,0
399.79,LOW,NONE,DOMESTIC,0
145.86,LOW,NONE,DOMESTIC,0
126.55,LOW,NONE,DOMESTIC,0
249.21,LOW,NONE,DOMESTIC,1
16.45,LOW,NONE,DOMESTIC,0
418.9,LOW,LOW,INTERNATIONAL,0
219.83,LOW,NONE,DOMESTIC,0
232.11,LOW,MEDIUM,INTERNATIONAL,0
804.82,MEDIUM,NONE,DOMESTIC,0
15.76,LOW,NONE,INTERNATIONAL,0
15.32,LOW,NONE,DOMESTIC,0
318.39,LOW,NONE,DOMESTIC,0
217.9,LOW,NONE,DOMESTIC,0
276.82,LOW,NONE,DOMESTIC,0
117.89,LOW,MEDIUM,INTERNATIONAL,0
539.43,MEDIUM,HIGH,DOMESTIC,0
774.87,MEDIUM,NONE,DOMESTIC,0
422.84,LOW,NONE,DOMESTIC,0
154.7,LOW,NONE,DOMESTIC,0
12.78,LOW,NONE,DOMESTIC,0
621.48,MEDIUM,NONE,DOMESTIC,0
1144.77,HIGH,NONE,DOMESTIC,1
525.2,MEDIUM,NONE,DOMESTIC,1
67.1,LOW,NONE,INTERNATIONAL,0
546.34,MEDIUM,NONE,INTERNATIONAL,1
702.99,MEDIUM,NONE,DOMESTIC,0
1804.48,HIGH,NONE,DOMESTIC,0
67.42,LOW,NONE,INTERNATIONAL,0
162.05,LOW,NONE,DOMESTIC,0
603.32,MEDIUM,NONE,INTERNATIONAL,0
237.73,LOW,NONE,DOMESTIC,1
48.68,LOW,HIGH,DOMESTIC,0
385.04,LOW,NONE,DOMESTIC,0
480.5,LOW,NONE,DOMESTIC,0
247.74,LOW,NONE,DOMESTIC,0
295.91,LOW,NONE,DOMESTIC,0
155.15,LOW,NONE,DOMESTIC,0
1618.58,HIGH,NONE,INTERNATIONAL,0
65.22,LOW,NONE,DOMESTIC,0
99.56,LOW,NONE,DOMESTIC,0
223.29,LOW,NONE,DOMESTIC,0
720.69,MEDIUM,NONE,DOMESTIC,0
29.14,LOW,NONE,DOMESTIC,0
37.51,LOW,NONE,DOMESTIC,0
14.05,LOW,NONE,DOMESTIC,0
229.93,LOW,NONE,DOMESTIC,0
48.61,LOW,NONE,DOMESTIC,0
130.91,LOW,NONE,DOMESTIC,0
537.26,MEDIUM,LOW,INTERNATIONAL,0
92.53,LOW,NONE,DOMESTIC,1
300.62,LOW,LOW,DOMESTIC,0
146.87,LOW,NONE,INTERNATIONAL,0
545.11,MEDIUM,NONE,DOMESTIC,1
417.82,LOW,NONE,DOMESTIC,0
86.45,LOW,NONE,INTERNATIONAL,0
175.2,LOW,NONE,DOMESTIC,0
900.26,MEDIUM,NONE,INTERNATIONAL,1
374.16,LOW,NONE,DOMESTIC,0
33.37,LOW,NONE,INTERNATIONAL,0
533.1,MEDIUM,NONE,INTERNATIONAL,0
50.88,LOW,NONE,DOMESTIC,0
1481.07,HIGH,NONE,INTERNATIONAL,0
876.7,MEDIUM,NONE,DOMESTIC,0
325.37,LOW,NONE,DOMESTIC,0
272.02,LOW,NONE,DOMESTIC,0
165.91,LOW,NONE,DOMESTIC,0
549.84,MEDIUM,NONE,DOMESTIC,0
133.36,LOW,NONE,DOMESTIC,0
302.37,LOW,NONE,DOMESTIC,0
713.9,MEDIUM,NONE,DOMESTIC,0
103.05,LOW,MEDIUM,INTERNATIONAL,0
95.75,LOW,NONE,DOMESTIC,0
43.87,LOW,NONE,INTERNATIONAL,0
52.28,LOW,LOW,INTERNATIONAL,0
18.64,LOW,NONE,INTERNATIONAL,1
589.28,MEDIUM,NONE,DOMESTIC,0
2529.21,HIGH,LOW,INTERNATIONAL,0
1506.92,HIGH,NONE,INTERNATIONAL,0
24.49,LOW,NONE,INTERNATIONAL,0
585.33,MEDIUM,NONE,INTERNATIONAL,0
1500.38,HIGH,NONE,DOMESTIC,0
118.74,LOW,HIGH,DOMESTIC,1
252.29,LOW,NONE,INTERNATIONAL,0
14.63,LOW,NONE,DOMESTIC,0
315.36,LOW,NONE,INTERNATIONAL,0
52.34,LOW,NONE,DOMESTIC,0
288.05,LOW,NONE,DOMESTIC,0
26.74,LOW,NONE,DOMESTIC,0
457.82,LOW,LOW,DOMESTIC,0
877.19,MEDIUM,NONE,INTERNATIONAL,0
76.43,LOW,NONE,DOMESTIC,1
47.41,LOW,NONE,DOMESTIC,0
11.98,LOW,NONE,DOMESTIC,0
153.54,LOW,NONE,INTERNATIONAL,0
100.33,LOW,HIGH,DOMESTIC,0
27.11,LOW,NONE,DOMESTIC,0
405.53,LOW,NONE,DOMESTIC,0
119.84,LOW,NONE,DOMESTIC,0
51.49,LOW,NONE,INTERNATIONAL,0
104.06,LOW,NONE,INTERNATIONAL,0
934.39,MEDIUM,NONE,DOMESTIC,0
496.5,LOW,NONE,DOMESTIC,0
184.58,LOW,NONE,DOMESTIC,0
507.46,MEDIUM,NONE,DOMESTIC,0
45.9,LOW,NONE,DOMESTIC,0
229.83,LOW,NONE,DOMESTIC,0
268.41,LOW,NONE,DOMESTIC,0
116.67,LOW,NONE,INTERNATIONAL,0
396.03,LOW,NONE,DOMESTIC,0
76.71,LOW,NONE,DOMESTIC,0
437.85,LOW,NONE,DOMESTIC,0
463.42,LOW,NONE,DOMESTIC,0
5.0,LOW,NONE,DOMESTIC,0
1097.23,HIGH,NONE,DOMESTIC,0
5.0,LOW,NONE,DOMESTIC,0
95.77,LOW,NONE,INTERNATIONAL,0
878.18,MEDIUM,LOW,INTERNATIONAL,0
143.35,LOW,NONE,INTERNATIONAL,0
30.39,LOW,NONE,DOMESTIC,0
50.25,LOW,NONE,DOMESTIC,0
880.02,MEDIUM,NONE,DOMESTIC,0
16.44,LOW,NONE,DOMESTIC,0
1010.06,HIGH,NONE,INTERNATIONAL,0
204.23,LOW,LOW,INTERNATIONAL,1
43.99,LOW,NONE,DOMESTIC,0
100.13,LOW,NONE,DOMESTIC,0
55.72,LOW,NONE,DOMESTIC,0
708.42,MEDIUM,NONE,DOMESTIC,0
591.35,MEDIUM,NONE,INTERNATIONAL,0
21.6,LOW,NONE,DOMESTIC,0
127.58,LOW,NONE,DOMESTIC,0
68.6,LOW,NONE,DOMESTIC,0
1261.26,HIGH,NONE,DOMESTIC,0
35.55,LOW,NONE,DOMESTIC,0
1918.57,HIGH,NONE,INTERNATIONAL,1
210.33,LOW,NONE,DOMESTIC,0
45.83,LOW,NONE,DOMESTIC,0
88.17,LOW,NONE,DOMESTIC,0
74.55,LOW,NONE,DOMESTIC,1
39.37,LOW,NONE,DOMESTIC,0
250.05,LOW,NONE,DOMESTIC,0
41.93,LOW,NONE,DOMESTIC,0
11.59,LOW,NONE,DOMESTIC,0
131.77,LOW,NONE,INTERNATIONAL,0
19.29,LOW,NONE,DOMESTIC,0
79.7,LOW,HIGH,INTERNATIONAL,0
64.48,LOW,NONE,DOMESTIC,0
67.86,LOW,NONE,DOMESTIC,0
3277.8,HIGH,NONE,DOMESTIC,1
237.41,LOW,NONE,DOMESTIC,0
306.4,LOW,NONE,DOMESTIC,0
20.0,LOW,NONE,DOMESTIC,0
90.99,LOW,NONE,INTERNATIONAL,0
294.21,LOW,HIGH,DOMESTIC,0
55.18,LOW,NONE,DOMESTIC,0
749.58,MEDIUM,HIGH,INTERNATIONAL,0
43.38,LOW,NONE,DOMESTIC,0
149.46,LOW,NONE,INTERNATIONAL,0
99.73,LOW,MEDIUM,INTERNATIONAL,0
274.64,LOW,MEDIUM,INTERNATIONAL,0
92.66,LOW,NONE,INTERNATIONAL,0
152.62,LOW,NONE,DOMESTIC,0
159.95,LOW,NONE,DOMESTIC,0
81.63,LOW,LOW,INTERNATIONAL,0
423.48,LOW,NONE,INTERNATIONAL,0
303.52,LOW,NONE,DOMESTIC,0
195.19,LOW,NONE,DOMESTIC,0
123.04,LOW,NONE,DOMESTIC,0
644.81,MEDIUM,NONE,DOMESTIC,0
160.01,LOW,NONE,DOMESTIC,0
145.41,LOW,NONE,INTERNATIONAL,0
253.4,LOW,NONE,INTERNATIONAL,0
2173.34,HIGH,NONE,DOMESTIC,0
36.02,LOW,NONE,DOMESTIC,0
622.0,MEDIUM,NONE,DOMESTIC,0
17.08,LOW,NONE,DOMESTIC,0
294.99,LOW,NONE,DOMESTIC,0
1844.55,HIGH,NONE,DOMESTIC,1
425.53,LOW,NONE,DOMESTIC,0
276.99,LOW,NONE,DOMESTIC,0
103.24,LOW,NONE,DOMESTIC,0
229.42,LOW,NONE,DOMESTIC,1
156.54,LOW,NONE,DOMESTIC,0
76.14,LOW,NONE,DOMESTIC,0
148.75,LOW,NONE,DOMESTIC,0
287.56,LOW,NONE,DOMESTIC,0
78.09,LOW,NONE,DOMESTIC,0
74.08,LOW,NONE,DOMESTIC,0
35.07,LOW,NONE,INTERNATIONAL,0
372.82,LOW,NONE,DOMESTIC,0
459.35,LOW,NONE,DOMESTIC,0
300.78,LOW,NONE,DOMESTIC,0
809.65,MEDIUM,NONE,INTERNATIONAL,0
247.71,LOW,NONE,INTERNATIONAL,0
373.47,LOW,NONE,DOMESTIC,0
331.56,LOW,NONE,DOMESTIC,0
194.43,LOW,NONE,DOMESTIC,1
107.45,LOW,NONE,DOMESTIC,0
4370.94,HIGH,NONE,DOMESTIC,0
119.52,LOW,NONE,DOMESTIC,0
89.54,LOW,NONE,INTERNATIONAL,0
395.26,LOW,HIGH,INTERNATIONAL,1
309.09,LOW,HIGH,DOMESTIC,0
33.02,LOW,LOW,INTERNATIONAL,1
1001.49,HIGH,NONE,DOMESTIC,0
193.73,LOW,NONE,DOMESTIC,0
49.1,LOW,NONE,INTERNATIONAL,0
1094.97,HIGH,NONE,DOMESTIC,0
511.98,MEDIUM,NONE,DOMESTIC,0
39.9,LOW,NONE,DOMESTIC,0
2423.15,HIGH,NONE,DOMESTIC,1
535.39,MEDIUM,NONE,DOMESTIC,0
216.99,LOW,NONE,DOMESTIC,0
1882.63,HIGH,NONE,DOMESTIC,1
272.78,LOW,NONE,DOMESTIC,0
211.82,LOW,NONE,DOMESTIC,0
90.22,LOW,NONE,DOMESTIC,0
482.57,LOW,NONE,DOMESTIC,0
418.65,LOW,NONE,DOMESTIC,0
224.4,LOW,NONE,DOMESTIC,0
75.73,LOW,MEDIUM,INTERNATIONAL,0
262.18,LOW,NONE,DOMESTIC,0
200.22,LOW,NONE,INTERNATIONAL,0
36.36,LOW,NONE,INTERNATIONAL,1
30.16,LOW,NONE,DOMESTIC,0
471.81,LOW,LOW,INTERNATIONAL,0
6.56,LOW,NONE,INTERNATIONAL,0
290.3,LOW,NONE,DOMESTIC,0
115.38,LOW,NONE,DOMESTIC,0
1286.6,HIGH,MEDIUM,INTERNATIONAL,0
113.01,LOW,MEDIUM,INTERNATIONAL,0
535.89,MEDIUM,NONE,DOMESTIC,0
128.74,LOW,LOW,INTERNATIONAL,1
256.52,LOW,NONE,INTERNATIONAL,0
594.88,MEDIUM,MEDIUM,INTERNATIONAL,0
117.82,LOW,LOW,INTERNATIONAL,1
844.7,MEDIUM,NONE,DOMESTIC,1
57.52,LOW,MEDIUM,DOMESTIC,0
327.45,LOW,NONE,DOMESTIC,0
764.48,MEDIUM,NONE,DOMESTIC,0
536.29,MEDIUM,NONE,DOMESTIC,0
2924.35,HIGH,LOW,INTERNATIONAL,0
78.49,LOW,NONE,INTERNATIONAL,0
34.18,LOW,NONE,DOMESTIC,0
57.47,LOW,NONE,DOMESTIC,0
536.59,MEDIUM,HIGH,DOMESTIC,0
430.88,LOW,NONE,DOMESTIC,0
252.57,LOW,NONE,DOMESTIC,0
48.31,LOW,NONE,DOMESTIC,0
619.49,MEDIUM,NONE,DOMESTIC,0
42.11,LOW,NONE,INTERNATIONAL,0
1051.75,HIGH,NONE,DOMESTIC,0
10416.74,HIGH,LOW,DOMESTIC,0
360.8,LOW,NONE,DOMESTIC,0
483.39,LOW,NONE,DOMESTIC,0
113.1,LOW,MEDIUM,INTERNATIONAL,0
19.1,LOW,NONE,INTERNATIONAL,0
97.51,LOW,NONE,DOMESTIC,0
50.31,LOW,NONE,DOMESTIC,0
31.19,LOW,NONE,DOMESTIC,0
2250.29,HIGH,NONE,DOMESTIC,0
317.98,LOW,NONE,DOMESTIC,0
367.31,LOW,NONE,DOMESTIC,0
144.96,LOW,NONE,DOMESTIC,0
174.21,LOW,NONE,DOMESTIC,0
808.98,MEDIUM,NONE,DOMESTIC,1
210.6,LOW,NONE,DOMESTIC,0
450.37,LOW,NONE,DOMESTIC,0
168.85,LOW,NONE,DOMESTIC,0
138.62,LOW,NONE,DOMESTIC,0
32.93,LOW,NONE,DOMESTIC,0
15.24,LOW,NONE,DOMESTIC,0
154.55,LOW,NONE,INTERNATIONAL,0
237.44,LOW,NONE,INTERNATIONAL,0
38.76,LOW,NONE,DOMESTIC,0
210.0,LOW,NONE,INTERNATIONAL,0
236.56,LOW,NONE,DOMESTIC,0
11.98,LOW,NONE,DOMESTIC,0
63.96,LOW,NONE,DOMESTIC,0
381.24,LOW,NONE,DOMESTIC,0
370.98,LOW,NONE,DOMESTIC,0
46.35,LOW,MEDIUM,INTERNATIONAL,0
272.47,LOW,NONE,DOMESTIC,0
874.7,MEDIUM,NONE,DOMESTIC,0
628.09,MEDIUM,NONE,DOMESTIC,0
193.44,LOW,NONE,DOMESTIC,0
116.96,LOW,NONE,DOMESTIC,0
94.07,LOW,NONE,DOMESTIC,0
413.72,LOW,NONE,DOMESTIC,0
286.29,LOW,NONE,INTERNATIONAL,0
514.57,MEDIUM,NONE,DOMESTIC,0
262.87,LOW,NONE,DOMESTIC,0
664.45,MEDIUM,NONE,INTERNATIONAL,0
249.97,LOW,NONE,DOMESTIC,0
634.58,MEDIUM,NONE,DOMESTIC,0
712.83,MEDIUM,NONE,DOMESTIC,0
74.26,LOW,MEDIUM,DOMESTIC,0
19.16,LOW,NONE,DOMESTIC,0
1767.54,HIGH,NONE,DOMESTIC,0
311.1,LOW,NONE,DOMESTIC,0
21.74,LOW,NONE,DOMESTIC,0
83.93,LOW,NONE,DOMESTIC,0
623.69,MEDIUM,NONE,DOMESTIC,0
150.82,LOW,NONE,DOMESTIC,0
110.21,LOW,NONE,DOMESTIC,0
1458.0,HIGH,NONE,DOMESTIC,0
53.51,LOW,NONE,DOMESTIC,0
74.9,LOW,NONE,INTERNATIONAL,0
292.66,LOW,NONE,DOMESTIC,0
372.69,LOW,NONE,DOMESTIC,0
429.96,LOW,NONE,DOMESTIC,0
752.8,MEDIUM,NONE,DOMESTIC,0
287.64,LOW,NONE,DOMESTIC,0
425.94,LOW,MEDIUM,INTERNATIONAL,0
155.04,LOW,NONE,DOMESTIC,0
239.43,LOW,NONE,DOMESTIC,0
254.37,LOW,LOW,DOMESTIC,0
294.13,LOW,LOW,INTERNATIONAL,0
624.25,MEDIUM,NONE,DOMESTIC,0
465.48,LOW,NONE,DOMESTIC,0
233.53,LOW,NONE,DOMESTIC,0
73.8,LOW,MEDIUM,INTERNATIONAL,0
241.05,LOW,NONE,DOMESTIC,0
211.83,LOW,NONE,INTERNATIONAL,0
285.55,LOW,NONE,INTERNATIONAL,0
4326.16,HIGH,NONE,DOMESTIC,0
108.48,LOW,NONE,INTERNATIONAL,0
389.05,LOW,NONE,DOMESTIC,0
930.81,MEDIUM,NONE,DOMESTIC,0
251.12,LOW,NONE,DOMESTIC,0
5165.3,HIGH,LOW,INTERNATIONAL,1
132.06,LOW,NONE,DOMESTIC,0
340.75,LOW,NONE,DOMESTIC,0
74.83,LOW,NONE,DOMESTIC,0
136.88,LOW,NONE,DOMESTIC,0
307.87,LOW,NONE,INTERNATIONAL,0
689.62,MEDIUM,NONE,DOMESTIC,0
338.46,LOW,NONE,DOMESTIC,0
1204.03,HIGH,NONE,INTERNATIONAL,0
193.53,LOW,NONE,INTERNATIONAL,0
140.5,LOW,NONE,DOMESTIC,0
8467.64,HIGH,NONE,DOMESTIC,0
374.6,LOW,NONE,DOMESTIC,0
83.29,LOW,NONE,DOMESTIC,0
86.17,LOW,NONE,DOMESTIC,0
61.62,LOW,NONE,DOMESTIC,0
778.99,MEDIUM,NONE,INTERNATIONAL,0
134.52,LOW,NONE,DOMESTIC,0
261.27,LOW,MEDIUM,INTERNATIONAL,0
201.92,LOW,NONE,INTERNATIONAL,0
590.6,MEDIUM,NONE,DOMESTIC,0
70.14,LOW,NONE,DOMESTIC,0
51.5,LOW,NONE,DOMESTIC,0
297.8,LOW,NONE,INTERNATIONAL,0
495.18,LOW,LOW,DOMESTIC,1
344.66,LOW,NONE,DOMESTIC,0
73.76,LOW,NONE,DOMESTIC,0
549.07,MEDIUM,NONE,INTERNATIONAL,0
80.59,LOW,NONE,DOMESTIC,0
108.8,LOW,LOW,DOMESTIC,0
61.52,LOW,LOW,DOMESTIC,1
1274.35,HIGH,NONE,DOMESTIC,0
517.36,MEDIUM,NONE,INTERNATIONAL,1
497.88,LOW,NONE,INTERNATIONAL,0
1184.84,HIGH,NONE,INTERNATIONAL,0
9805.55,HIGH,NONE,DOMESTIC,0
21.89,LOW,NONE,DOMESTIC,0
81.19,LOW,NONE,DOMESTIC,0
95.75,LOW,NONE,DOMESTIC,0
69.76,LOW,NONE,DOMESTIC,0
51.36,LOW,NONE,INTERNATIONAL,1
146.8,LOW,NONE,DOMESTIC,0
42.57,LOW,NONE,DOMESTIC,0
345.83,LOW,LOW,INTERNATIONAL,1
235.9,LOW,HIGH,DOMESTIC,0
421.16,LOW,NONE,DOMESTIC,0
436.62,LOW,NONE,INTERNATIONAL,0
496.55,LOW,NONE,DOMESTIC,0
132.89,LOW,NONE,DOMESTIC,0
3855.17,HIGH,NONE,DOMESTIC,0
301.9,LOW,MEDIUM,INTERNATIONAL,0
17.8,LOW,NONE,DOMESTIC,0
56.85,LOW,NONE,DOMESTIC,0
20.99,LOW,NONE,DOMESTIC,0
225.21,LOW,NONE,DOMESTIC,0
186.64,LOW,MEDIUM,INTERNATIONAL,1
116.89,LOW,NONE,DOMESTIC,0
3322.18,HIGH,NONE,DOMESTIC,1
461.63,LOW,NONE,DOMESTIC,0
586.32,MEDIUM,NONE,DOMESTIC,0
62.59,LOW,NONE,DOMESTIC,0
57.1,LOW,NONE,DOMESTIC,0
231.21,LOW,NONE,DOMESTIC,0
277.88,LOW,NONE,DOMESTIC,0
17.95,LOW,MEDIUM,INTERNATIONAL,0
172.47,LOW,NONE,INTERNATIONAL,0
224.22,LOW,NONE,DOMESTIC,0
164.54,LOW,NONE,DOMESTIC,1
73.37,LOW,NONE,DOMESTIC,0
106.19,LOW,NONE,DOMESTIC,0
173.27,LOW,NONE,DOMESTIC,1
248.69,LOW,NONE,INTERNATIONAL,0
497.75,LOW,NONE,INTERNATIONAL,0
946.51,MEDIUM,NONE,DOMESTIC,0
147.86,LOW,NONE,INTERNATIONAL,0
118.84,LOW,NONE,DOMESTIC,0
397.21,LOW,NONE,DOMESTIC,0
501.83,MEDIUM,NONE,DOMESTIC,0
122.42,LOW,NONE,DOMESTIC,0
639.48,MEDIUM,NONE,INTERNATIONAL,0
825.56,MEDIUM,NONE,DOMESTIC,0
1258.16,HIGH,NONE,DOMESTIC,0
2426.88,HIGH,NONE,DOMESTIC,0
68.3,LOW,NONE,INTERNATIONAL,0
224.17,LOW,NONE,DOMESTIC,0
223.38,LOW,NONE,DOMESTIC,0
192.72,LOW,NONE,DOMESTIC,0
91.57,LOW,NONE,INTERNATIONAL,0
29.61,LOW,NONE,DOMESTIC,0
249.32,LOW,LOW,DOMESTIC,0
77.97,LOW,NONE,INTERNATIONAL,0
247.08,LOW,NONE,DOMESTIC,0
75.31,LOW,NONE,DOMESTIC,0
49.85,LOW,NONE,DOMESTIC,0
301.85,LOW,NONE,DOMESTIC,0
269.72,LOW,NONE,DOMESTIC,0
480.9,LOW,NONE,DOMESTIC,0
4207.16,HIGH,NONE,DOMESTIC,0
319.89,LOW,NONE,DOMESTIC,0
423.47,LOW,NONE,DOMESTIC,0
51.36,LOW,NONE,INTERNATIONAL,0
38.72,LOW,NONE,DOMESTIC,0
1863.94,HIGH,NONE,DOMESTIC,0
63.24,LOW,NONE,DOMESTIC,1
53.75,LOW,NONE,DOMESTIC,0
208.69,LOW,NONE,DOMESTIC,0
194.78,LOW,NONE,DOMESTIC,0
65.06,LOW,HIGH,DOMESTIC,1
145.75,LOW,NONE,DOMESTIC,0
1156.65,HIGH,NONE,INTERNATIONAL,0
74.11,LOW,NONE,INTERNATIONAL,0
33.52,LOW,NONE,INTERNATIONAL,0
785.35,MEDIUM,MEDIUM,DOMESTIC,0
427.62,LOW,NONE,DOMESTIC,0
95.19,LOW,NONE,DOMESTIC,0
25.99,LOW,NONE,INTERNATIONAL,0
80.51,LOW,NONE,INTERNATIONAL,0
204.34,LOW,NONE,INTERNATIONAL,0
1061.34,HIGH,NONE,DOMESTIC,0
54.28,LOW,NONE,INTERNATIONAL,0
196.28,LOW,NONE,DOMESTIC,0
547.34,MEDIUM,NONE,INTERNATIONAL,0
8.84,LOW,NONE,DOMESTIC,0
888.24,MEDIUM,NONE,DOMESTIC,0
44.58,LOW,NONE,DOMESTIC,0
344.41,LOW,MEDIUM,INTERNATIONAL,0
306.94,LOW,NONE,DOMESTIC,0
951.29,MEDIUM,NONE,DOMESTIC,0
462.84,LOW,NONE,DOMESTIC,0
8.88,LOW,NONE,DOMESTIC,0
76.26,LOW,LOW,INTERNATIONAL,1
265.13,LOW,NONE,DOMESTIC,0
169.09,LOW,NONE,DOMESTIC,0
419.22,LOW,NONE,INTERNATIONAL,0
638.6,MEDIUM,NONE,DOMESTIC,0
500.21,MEDIUM,NONE,DOMESTIC,0
164.74,LOW,NONE,DOMESTIC,0
18.19,LOW,NONE,DOMESTIC,1
118.95,LOW,NONE,DOMESTIC,0
385.96,LOW,NONE,DOMESTIC,0
50.48,LOW,NONE,DOMESTIC,0
515.87,MEDIUM,NONE,INTERNATIONAL,0
749.91,MEDIUM,NONE,INTERNATIONAL,0
261.1,LOW,NONE,INTERNATIONAL,0
5.0,LOW,NONE,DOMESTIC,0
39.18,LOW,NONE,DOMESTIC,0
2807.31,HIGH,NONE,INTERNATIONAL,1
105.19,LOW,NONE,INTERNATIONAL,0
15.11,LOW,NONE,DOMESTIC,0
1165.86,HIGH,NONE,DOMESTIC,0
224.0,LOW,NONE,DOMESTIC,0
977.79,MEDIUM,NONE,DOMESTIC,0
319.74,LOW,NONE,DOMESTIC,0
408.58,LOW,NONE,DOMESTIC,0
359.13,LOW,NONE,INTERNATIONAL,0
564.1,MEDIUM,NONE,DOMESTIC,0
4760.74,HIGH,NONE,DOMESTIC,1
816.06,MEDIUM,NONE,DOMESTIC,0
26.05,LOW,NONE,INTERNATIONAL,0
402.07,LOW,LOW,INTERNATIONAL,1
1027.24,HIGH,NONE,DOMESTIC,0
1115.74,HIGH,LOW,DOMESTIC,0
123.68,LOW,NONE,DOMESTIC,0
1060.3,HIGH,HIGH,INTERNATIONAL,1
769.76,MEDIUM,NONE,DOMESTIC,0
7090.61,HIGH,NONE,INTERNATIONAL,1
79.93,LOW,NONE,DOMESTIC,0
110.9,LOW,NONE,DOMESTIC,0
145.53,LOW,NONE,DOMESTIC,0
113.5,LOW,NONE,DOMESTIC,0
66.16,LOW,NONE,DOMESTIC,0
5.28,LOW,NONE,DOMESTIC,0
122.34,LOW,NONE,INTERNATIONAL,0
362.22,LOW,NONE,DOMESTIC,0
113.04,LOW,NONE,INTERNATIONAL,0
3000.07,HIGH,NONE,DOMESTIC,0
224.01,LOW,HIGH,DOMESTIC,0
1257.04,HIGH,NONE,INTERNATIONAL,0
313.11,LOW,NONE,INTERNATIONAL,0
671.34,MEDIUM,NONE,DOMESTIC,0
320.73,LOW,NONE,DOMESTIC,0
1396.17,HIGH,MEDIUM,DOMESTIC,0
237.26,LOW,NONE,DOMESTIC,0
429.83,LOW,NONE,DOMESTIC,0
360.75,LOW,NONE,DOMESTIC,0
149.07,LOW,NONE,DOMESTIC,0
380.07,LOW,NONE,DOMESTIC,0
4491.98,HIGH,NONE,INTERNATIONAL,1
152.72,LOW,MEDIUM,INTERNATIONAL,0
387.57,LOW,NONE,INTERNATIONAL,0
1201.86,HIGH,NONE,DOMESTIC,0
1025.53,HIGH,NONE,DOMESTIC,0
223.51,LOW,NONE,DOMESTIC,0
8.81,LOW,NONE,DOMESTIC,0
441.94,LOW,NONE,DOMESTIC,0
10.99,LOW,NONE,DOMESTIC,0
1600.45,HIGH,NONE,DOMESTIC,0
276.56,LOW,NONE,DOMESTIC,0
848.26,MEDIUM,NONE,DOMESTIC,0
65.09,LOW,NONE,DOMESTIC,0
27.05,LOW,NONE,DOMESTIC,0
312.83,LOW,NONE,DOMESTIC,0
210.24,LOW,NONE,INTERNATIONAL,0
113.3,LOW,NONE,DOMESTIC,0
246.64,LOW,NONE,INTERNATIONAL,0
9224.94,HIGH,NONE,INTERNATIONAL,0
678.74,MEDIUM,NONE,DOMESTIC,0
907.28,MEDIUM,NONE,DOMESTIC,0
687.42,MEDIUM,NONE,DOMESTIC,0
1621.17,HIGH,NONE,DOMESTIC,0
170.21,LOW,NONE,DOMESTIC,0
13.73,LOW,NONE,INTERNATIONAL,0
170.55,LOW,MEDIUM,INTERNATIONAL,0
658.17,MEDIUM,NONE,DOMESTIC,0
59.41,LOW,NONE,DOMESTIC,0
173.39,LOW,NONE,DOMESTIC,0
86.46,LOW,NONE,INTERNATIONAL,0
1671.32,HIGH,NONE,DOMESTIC,0
605.1,MEDIUM,NONE,DOMESTIC,1
530.18,MEDIUM,NONE,INTERNATIONAL,0
509.17,MEDIUM,NONE,DOMESTIC,0
209.21,LOW,NONE,DOMESTIC,0
287.24,LOW,NONE,DOMESTIC,0
44.42,LOW,NONE,DOMESTIC,0
11.5,LOW,NONE,DOMESTIC,0
269.41,LOW,NONE,DOMESTIC,0
340.7,LOW,LOW,DOMESTIC,0
1125.67,HIGH,NONE,INTERNATIONAL,0
1835.24,HIGH,NONE,DOMESTIC,0
1831.93,HIGH,NONE,INTERNATIONAL,0
57.19,LOW,NONE,DOMESTIC,0
136.74,LOW,LOW,INTERNATIONAL,0
420.77,LOW,NONE,DOMESTIC,0
6712.31,HIGH,NONE,INTERNATIONAL,0
1622.56,HIGH,NONE,DOMESTIC,0
997.06,MEDIUM,NONE,DOMESTIC,0
130.34,LOW,NONE,DOMESTIC,0
66.77,LOW,NONE,DOMESTIC,0
638.2,MEDIUM,NONE,INTERNATIONAL,0
49.79,LOW,NONE,INTERNATIONAL,0
159.45,LOW,NONE,INTERNATIONAL,0
188.42,LOW,NONE,DOMESTIC,0
1889.48,HIGH,NONE,INTERNATIONAL,0
136.29,LOW,MEDIUM,INTERNATIONAL,0
8.17,LOW,NONE,DOMESTIC,0
434.69,LOW,NONE,DOMESTIC,0
85.62,LOW,NONE,DOMESTIC,0
233.03,LOW,NONE,DOMESTIC,0
195.7,LOW,NONE,DOMESTIC,0
152.04,LOW,NONE,INTERNATIONAL,1
639.44,MEDIUM,NONE,DOMESTIC,0
27.78,LOW,NONE,DOMESTIC,0
109.47,LOW,NONE,DOMESTIC,0
553.95,MEDIUM,NONE,INTERNATIONAL,0
96.03,LOW,LOW,INTERNATIONAL,0
25.07,LOW,NONE,INTERNATIONAL,0
542.49,MEDIUM,NONE,DOMESTIC,0
1002.05,HIGH,NONE,DOMESTIC,0
207.03,LOW,NONE,DOMESTIC,0
15.59,LOW,NONE,DOMESTIC,0
570.6,MEDIUM,NONE,DOMESTIC,0
